0.7896211426573806,0.7896211426573806,0.7896211426573806,4
-1000,0.1089044206195521,0.1089044206195521,1
0.7821028117670578,0.7821028117670578,0.7821028117670578,4
0.24431698397343019,-1000,-1000,4
0.30845626393028436,-1000,-1000,4
-1000,0.1780620536477739,0.1780620536477739,1
-1000,-1000,0.3307648703079996,4
-1000,-1000,0.787580230697438,4
0.677418474912097,0.677418474912097,-1000,4
-1000,0.4170093783498352,0.4170093783498352,4
-1000,-1000,0.512574293393481,4
-1000,-1000,0.7234012682086227,4
0.5385882062968617,0.5385882062968617,-1000,4
0.08784729046998221,-1000,-1000,4
0.38837303538501533,-1000,-1000,4
-1000,0.35232508836424853,-1000,1
0.24361114564827113,0.24361114564827113,0.24361114564827113,3
-1000,0.9232973414569557,0.9232973414569557,4
0.42081282863387415,0.42081282863387415,-1000,4
0.08713600606542535,-1000,-1000,4
0.7112713820171246,-1000,-1000,4
0.6695448544345386,-1000,-1000,4
-1000,0.5479626289258641,0.5479626289258641,4
-1000,-1000,0.7666236547746352,4
0.6266420535828268,-1000,-1000,4
-1000,-1000,0.6457936446268229,4
0.9548934704609332,0.9548934704609332,0.9548934704609332,4
-1000,-1000,0.63796144100672,4
-1000,0.08972879922824308,-1000,1
-1000,-1000,0.3876331146189572,4
0.8432271511342109,-1000,-1000,4
0.7166431163055375,-1000,-1000,4
0.5252860235684214,-1000,-1000,4
-1000,-1000,0.9275822884219684,4
0.5689137806351949,-1000,-1000,4
-1000,0.7666236547746352,-1000,4
-1000,0.9387000803327188,0.9387000803327188,4
0.47240560937447723,0.47240560937447723,-1000,4
0.25590783541713236,0.25590783541713236,-1000,2
0.5476405225672323,-1000,-1000,4
0.23459158721089193,-1000,-1000,4
0.9220635935257233,0.9220635935257233,0.9220635935257233,4
-1000,0.23068900215557747,0.23068900215557747,1
0.8029829616811567,0.8029829616811567,-1000,4
0.21581877719976864,0.21581877719976864,0.21581877719976864,3
-1000,0.2589866205459954,0.2589866205459954,1
-1000,0.11209924419753767,0.11209924419753767,1
0.3531475963514923,0.3531475963514923,0.3531475963514923,3
-1000,-1000,0.25107942005899525,4
0.10071378932919982,0.10071378932919982,0.10071378932919982,3
-1000,-1000,0.8700318186549758,4
-1000,0.9461699681062672,-1000,4
-1000,-1000,0.35424964851578694,4
0.8288325562795762,0.8288325562795762,-1000,4
